durationOfSession,steps,device,city,country,platform,current_filters,impressions,priceMean,hotel Facilities,interaction item image,search for poi,filter selection,interaction item info,search for destination,interaction item rating,change of sort order,interaction item deals,search for item,target
292.0,35,mobile,Panama City Beach, USA,US,0,25,163,1064,32,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Bayan Lepas, Malaysia,MY,0,25,55,1352,0,0,0,0,0,0,0,0,0,1
451.0,4,mobile,Cancun, Mexico,MX,0,25,121,1622,2,0,0,0,0,0,0,0,0,1
107.0,8,mobile,Busan, South Korea,KR,1,25,50,886,2,0,1,0,1,0,3,0,0,1
0.0,1,mobile,Pomona, USA,US,0,0,0,0,0,0,0,0,1,0,0,0,0,0
224.0,6,tablet,Lara, Turkey,DE,0,25,313,1701,5,0,0,0,0,0,0,0,0,1
517.0,21,mobile,Gero, Japan,JP,1,25,772,707,2,2,12,1,0,0,0,3,0,1
322.0,7,desktop,Yokohama, Japan,JP,0,25,85,1076,4,0,0,0,0,0,0,0,0,1
291.0,9,mobile,Monterrey, Mexico,MX,0,25,31,1399,6,0,0,0,0,0,0,0,0,1
29.0,2,mobile,Queretaro, Mexico,MX,0,25,55,1030,0,0,0,0,0,0,0,0,0,1
512.0,13,desktop,El Chaltén, Argentina,AR,1,25,62,575,4,0,1,1,1,1,3,1,0,1
113.0,5,mobile,Hat Yai, Thailand,TH,0,20,12.0,1006,2,0,0,0,0,0,0,1,0,1
105.0,7,desktop,San Diego, USA,JP,1,25,154,1358,0,1,4,0,1,0,0,0,0,1
113.0,4,mobile,Davao City, Philippines,PH,1,25,31,615,0,0,2,0,0,0,1,0,0,1
89.0,2,mobile,Pensacola Beach, USA,US,0,15,129,459,0,0,0,0,1,0,0,0,0,1
404.0,19,desktop,San Fernando, El Salvador,PH,1,24,41.0,845,12,0,1,1,3,0,0,0,1,1
953.0,66,desktop,New York, USA,DE,1,25,157,1975,59,0,3,0,2,0,0,0,0,1
72.0,24,desktop,Valkenburg aan de Geul, Netherlands,DE,0,25,79,1132,22,0,0,1,0,0,0,0,0,1
0.0,1,mobile,London, United Kingdom,FR,0,25,129,952,0,0,0,0,0,0,0,0,0,1
739.0,12,mobile,Izmir, Turkey,TR,1,21,62,2442,0,0,2,0,0,0,3,0,3,1
216.0,8,mobile,Tokyo, Japan,JP,1,25,115,1904,0,2,1,0,0,0,2,0,0,1
0.0,1,desktop,Zaragoza, Spain,ES,0,25,90,1026,0,0,0,0,0,0,0,0,0,1
0.0,1,desktop,Dublin, Ireland,IT,0,25,650,744,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Seville, Spain,ES,0,25,143,1193,0,0,0,0,0,0,0,0,0,1
96.0,43,mobile,Port Klang, Malaysia,MY,0,25,17,596,36,0,0,2,0,2,0,2,0,1
125.0,5,mobile,São Paulo, Brazil,BR,0,25,126,1328,2,0,0,0,1,0,0,0,0,1
128.0,4,mobile,Delhi, India,IN,1,25,17,855,0,0,1,0,0,0,2,0,0,1
91.0,3,mobile,Phetchabun, Thailand,TH,0,24,52.0,276,0,0,0,1,0,0,0,0,0,1
205.0,3,desktop,Frick, Switzerland,PH,0,24,107.5,720,0,0,0,0,0,0,0,0,2,1
156.0,3,mobile,Yalta, Crimea,RU,0,16,31.5,333,0,0,0,0,2,0,0,0,0,1
2985.0,26,desktop,Galaxidi, Greece,GR,0,25,65,1538,6,0,0,0,0,16,0,0,0,1
24.0,3,mobile,Indianola, USA,US,0,7,99,216,0,0,0,0,1,0,0,1,0,1
607.0,4,tablet,Fort de France, French Antilles,FR,0,25,90,185,0,0,0,0,2,0,0,0,0,1
190.0,4,desktop,Mount Abu, India,IN,0,25,85,689,0,0,0,1,1,0,1,0,0,1
0.0,1,desktop,Iretama, Brazil,BR,0,1,206,59,0,0,0,0,0,0,0,0,0,1
1975.0,66,tablet,Paris, France,FR,0,25,57,1046,63,0,0,0,0,1,0,0,0,1
407.0,9,mobile,Haarlem, Netherlands,DE,0,25,106,1572,2,0,0,1,2,0,0,0,0,1
156.0,4,tablet,Seville, Spain,NL,0,25,137,1258,3,0,0,0,0,0,0,0,0,1
283.0,6,mobile,Las Vegas, USA,US,1,25,116,1253,0,1,1,0,0,0,0,0,1,1
606.0,75,mobile,Guarujá, Brazil,BR,0,25,64.0,1930,69,0,0,2,0,0,0,2,0,1
0.0,1,mobile,Dresden, Germany,DE,0,25,71,1312,0,0,0,0,0,0,0,0,0,1
378.0,137,desktop,Milan, Italy,MX,1,25,191,857,130,0,1,0,1,0,3,0,0,1
204.0,2,tablet,Zagreb, Croatia,HR,0,25,65,973,0,0,0,0,0,0,0,0,0,1
198.0,5,mobile,Bahía Blanca, Argentina,AR,1,21,34.5,703,0,0,1,1,1,0,0,0,0,1
7505.0,51,desktop,Karon Beach, Thailand,GR,0,25,163,1240,211,0,0,0,0,2,0,0,0,1
0.0,1,mobile,Tagaytay City, Philippines,PH,0,25,51,520,0,0,0,0,0,0,0,0,0,1
0.0,1,desktop,Valle de Bravo, Mexico,MX,0,25,72,693,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Kazimierz Dolny, Poland,PL,0,25,41,679,0,0,0,0,0,0,0,0,0,1
7367.0,11,desktop,Bayan Lepas, Malaysia,MY,0,25,49,1788,4,1,0,0,0,6,0,0,1,1
57.0,2,mobile,Delhi, India,IN,0,25,23,913,0,0,0,0,0,0,0,0,1,1
289.0,3,mobile,Maceió, Brazil,BR,0,25,78,475,0,1,0,0,0,0,0,0,0,1
45.0,4,mobile,Guarujá, Brazil,BR,0,25,97,983,2,0,0,0,1,0,0,0,0,1
0.0,1,mobile,Dubai, United Arab Emirates,RU,0,25,123,1519,0,0,0,0,0,0,0,0,0,1
106.0,51,tablet,Fort Myers Beach, USA,US,0,0,0,0,51,0,0,0,0,0,0,0,0,0
962.0,14,mobile,Karpenisi, Greece,GR,0,18,85.0,281,8,1,0,0,0,0,0,0,0,1
318.0,3,mobile,Stepantsminda, Georgia,RU,0,25,22,573,0,0,0,0,0,0,0,0,0,1
79.0,10,mobile,Sárvár, Hungary,AT,0,24,46.5,944,8,0,0,1,0,0,0,0,0,1
0.0,1,mobile,Playa Taurito, Spain,IT,0,25,99,1403,0,0,0,0,0,0,0,0,0,1
153.0,3,mobile,Jijoca de Jericoacoara, Brazil,BR,0,14,61.0,287,0,1,0,0,1,0,0,0,0,1
178.0,5,tablet,Naruto, Japan,JP,0,25,75,822,0,1,0,1,0,1,0,0,1,1
1648.0,3,desktop,Dodge City, USA,US,0,14,47.5,451,0,0,0,0,0,1,0,1,0,1
932.0,5,desktop,Malacca, Malaysia,SG,0,25,25,1848,0,0,0,0,2,0,0,0,1,1
56.0,8,mobile,Tróia, Portugal,PT,0,25,75,2327,6,0,0,0,0,0,0,0,0,1
87.0,7,mobile,Leeds, United Kingdom,UK,0,25,75,1232,4,0,0,1,0,0,0,0,0,1
112.0,2,mobile,Venice, Italy,CO,0,25,64,1146,0,0,0,0,0,0,0,0,0,1
1352.0,3,mobile,Puerto Vallarta, Mexico,US,0,25,113,3312,0,0,0,0,0,0,0,1,0,1
108.0,10,desktop,São Pedro da Aldeia, Brazil,BR,1,13,52,148,0,0,5,0,2,1,1,0,0,1
0.0,1,desktop,Rennes, France,IN,0,14,66.5,373,0,0,0,0,0,0,0,0,0,1
73.0,2,mobile,Gramado, Brazil,BR,0,25,133,724,0,0,0,0,1,0,0,0,0,1
57.0,7,mobile,Trondheim, Norway,NO,0,0,0,0,2,0,0,2,0,2,0,0,1,0
53.0,2,mobile,Parramatta, Australia,AU,0,23,102,831,0,0,0,0,1,0,0,0,0,1
552.0,69,mobile,Terrigal, Australia,AU,2,25,114,1314,66,0,0,0,2,0,0,0,0,1
0.0,1,mobile,Magnitogorsk, Russia,RU,0,25,33,611,0,0,0,0,0,0,0,0,0,1
65.0,3,tablet,Seefeld, Austria,DE,4,0,0,0,0,1,0,0,1,0,0,0,1,0
67.0,4,mobile,Cuernavaca, Mexico,MX,0,11,37,233,2,0,0,0,0,0,0,0,0,1
125.0,4,mobile,Anaheim, USA,US,0,25,113,1353,2,0,0,0,0,0,0,0,0,1
0.0,1,desktop,New York, USA,UK,0,25,176,1190,0,0,0,0,0,0,0,0,0,1
104.0,4,desktop,Santo Domingo de Silos, Spain,ES,0,10,62.5,221,0,0,0,0,2,0,0,0,0,1
173.0,2,mobile,Krakow, Poland,PL,0,25,84,1098,0,0,0,0,1,0,0,0,0,1
0.0,1,desktop,Kingston-upon-Hull, United Kingdom,UK,0,25,70,869,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Dresden, Germany,DE,0,25,52,1066,0,0,0,0,0,0,0,0,0,1
42.0,20,desktop,Puerto Peñasco, Mexico,US,0,24,184.0,291,19,0,0,0,0,0,0,0,0,1
3040.0,87,desktop,Auckland, New Zealand,NZ,0,25,81,2662,83,0,0,0,0,0,0,0,0,1
1400.0,4,desktop,Ixtapa, Mexico,US,1,25,290,762,2,0,1,0,0,0,0,0,0,1
533.0,20,mobile,Panama City, Panama,US,2,25,108,3302,1,1,8,2,1,2,2,0,0,1
10.0,4,mobile,Cheltenham, United Kingdom,UK,0,25,123,1037,2,0,0,1,0,0,0,0,0,1
119.0,8,mobile,Florianópolis, Brazil,AR,0,25,117,943,4,1,0,1,0,0,0,0,1,1
0.0,1,mobile,Arlanda, Sweden,SE,0,25,120,995,0,0,0,0,0,0,0,0,0,1
591.0,5,mobile,Itumbiara, Brazil,BR,0,8,34.5,265,2,0,0,1,0,0,0,0,0,1
50.0,6,desktop,Basel, Switzerland,UK,1,25,52,654,0,1,1,0,1,0,2,0,0,1
0.0,1,mobile,Viña del Mar, Chile,CL,0,25,44,643,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Monclassico, Italy,IT,0,25,80,821,0,0,0,0,0,0,0,0,0,1
309.0,7,desktop,Aberdeen, United Kingdom,UK,1,25,62,2431,0,0,1,0,0,0,3,0,0,1
100.0,7,mobile,Madrid, Spain,ES,1,25,23,417,0,0,1,0,1,0,2,0,0,1
113.0,3,desktop,Melbourne, Australia,AU,0,25,136,1412,0,1,0,0,0,0,0,0,0,1
99.0,3,mobile,San Diego, USA,US,1,25,109,1398,0,1,1,0,0,0,0,0,0,1
693.0,41,mobile,Rio de Janeiro, Brazil,BR,0,25,41,902,36,1,0,0,0,0,0,0,0,1
53.0,4,mobile,Tokyo, Japan,JP,1,25,209,1111,0,0,1,0,0,0,2,0,0,1
375.0,19,mobile,La Crosse, USA,US,0,25,89,1053,17,0,0,0,0,0,0,0,0,1
0.0,1,desktop,Tapalpa, Mexico,MX,0,17,64,308,0,0,0,0,0,0,0,0,0,1
0.0,1,desktop,Trikala, Greece,GR,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,1,mobile,Zurich, Switzerland,DE,0,25,203,1474,0,0,0,0,0,0,0,0,0,1
139.0,2,mobile,Boca del Rio, Mexico,MX,0,9,90,419,0,0,0,0,1,0,0,0,0,1
33.0,3,desktop,Dubai, United Arab Emirates,FR,1,25,42,700,2,0,0,0,0,0,0,0,0,1
6.0,3,tablet,Playa Blanca, Spain,UK,0,25,259,1322,2,0,0,0,0,0,0,0,0,1
0.0,1,desktop,Hualien City, Taiwan,TW,0,25,63,945,0,0,0,0,0,0,0,0,0,1
110.0,20,desktop,Stuttgart, Germany,DE,1,25,79,1101,17,0,1,0,0,0,0,0,0,1
2437.0,12,mobile,Puerto Vallarta, Mexico,MX,0,25,118,6214,0,0,0,1,1,0,0,0,0,1
-977.0,12,tablet,Guadalajara, Mexico,MX,1,25,32,1667,0,1,0,1,0,0,4,1,0,1
0.0,1,desktop,Bovenden, Germany,DE,0,25,95,913,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Warsaw, Poland,PL,0,25,46,503,0,0,0,0,0,0,0,0,0,1
1972.0,244,desktop,Santa Monica, USA,AR,3,13,362,957,208,0,16,11,1,5,0,0,2,1
203.0,9,desktop,Curitiba, Brazil,BR,1,25,21,328,0,0,0,0,1,0,0,0,0,1
0.0,1,mobile,Pavia, Italy,IT,0,25,81,502,0,0,0,0,0,0,0,0,0,1
304.0,10,mobile,Dubai, United Arab Emirates,CZ,1,25,46,1183,0,0,1,0,3,0,3,1,0,1
116.0,4,mobile,São José de Mipibu, Brazil,BR,0,25,34,508,2,0,0,0,0,0,0,0,0,1
114.0,28,mobile,Vysoké Tatry, Slovakia,PL,0,24,62.0,995,25,0,0,0,0,1,0,0,0,1
0.0,1,mobile,Desaru, Malaysia,SG,0,7,85,225,0,0,0,0,0,0,0,0,0,1
203.0,3,desktop,Perugia, Italy,IT,0,25,85,1297,0,0,0,0,1,0,1,0,0,1
54.0,40,mobile,Seoul, South Korea,JP,0,25,96,834,39,0,0,0,0,0,0,0,0,1
168.0,3,desktop,Perth, Australia,AU,0,25,105,1206,0,0,0,0,1,0,0,1,0,1
431.0,15,desktop,Coventry, United Kingdom,UK,1,25,80,978,4,0,1,2,1,2,3,0,0,1
284.0,2,desktop,Cebu City, Philippines,KR,0,0,0,0,0,0,0,0,0,0,0,0,2,0
197.0,2,mobile,Capilla del Monte, Argentina,AR,0,25,47,488,0,0,0,0,1,0,0,0,0,1
1448.0,7,mobile,Istanbul, Turkey,TR,0,25,55,4284,4,0,0,0,0,0,0,0,0,1
140.0,8,tablet,Goettingen, Germany,DE,0,18,95.5,628,7,0,0,0,0,0,0,0,0,1
1748.0,6,tablet,Osterode, Germany,DE,0,11,76,433,0,0,0,0,1,0,0,0,0,1
67.0,4,mobile,San Juan de los Lagos, Mexico,MX,0,10,32.5,123,0,0,0,0,2,0,0,0,0,1
970.0,7,desktop,Nakhon Ratchasima, Thailand,TH,0,0,0,0,0,0,0,1,1,0,0,0,5,0
92.0,2,desktop,Orlando, USA,CA,0,25,91,1508,0,0,0,0,1,0,0,0,0,1
17.0,2,desktop,Patong Beach, Thailand,IN,0,25,52,1300,0,0,0,0,0,0,0,0,1,1
90.0,4,desktop,Nasugbu, Philippines,HK,0,25,70,440,0,0,0,0,0,0,0,0,1,1
1120.0,46,mobile,Cologne, Germany,DE,2,25,102,6903,30,0,1,3,1,2,0,2,0,1
301.0,97,desktop,Aarhus, Denmark,DK,0,25,105,641,95,0,0,0,1,0,0,0,0,1
319.0,38,mobile,Madrid, Spain,US,0,25,113,2682,32,0,0,2,0,1,0,1,0,1
131.0,7,mobile,Maspalomas, Spain,UK,1,24,142.5,1680,0,0,1,0,2,0,2,0,0,1
0.0,1,desktop,Amsterdam, Netherlands,UK,0,0,0,0,0,0,0,0,1,0,0,0,0,0
267.0,137,mobile,Québec City, Canada,CA,1,25,74,1204,130,0,1,0,1,0,2,2,0,1
168.0,2,mobile,Rio de Janeiro, Brazil,BR,0,25,24,665,0,0,0,0,1,0,0,0,0,1
80.0,32,mobile,Mt. Bromo, Indonesia,ID,0,0,0,0,32,0,0,0,0,0,0,0,0,0
494.0,3,desktop,Brescia, Italy,IT,0,25,54,806,0,0,0,0,1,0,0,0,0,1
0.0,1,mobile,Prague, Czech Republic,NO,0,25,78,1374,0,0,0,0,0,0,0,0,0,1
183.0,3,desktop,Cluj-Napoca, Romania,RO,0,16,28.0,142,0,0,0,0,0,0,0,0,0,1
239.0,33,desktop,Sopron, Hungary,HU,0,17,80,564,31,0,0,0,0,0,0,0,0,1
1301.0,16,desktop,Singapore, Singapore,MY,1,25,37,888,9,2,1,0,0,0,2,0,0,1
0.0,1,mobile,Trindade, Brazil,BR,0,21,34,202,0,0,0,0,0,0,0,0,0,1
60.0,28,desktop,Lauro de Freitas, Brazil,BR,0,25,31,978,27,0,0,0,0,0,0,0,0,1
296.0,12,mobile,Urayasu, Japan,JP,1,25,155,1771,0,1,2,0,0,0,5,0,0,1
613.0,18,desktop,Thonon-les-Bains, France,FR,0,21,73,404,13,0,0,0,1,2,0,0,0,1
0.0,2,mobile,Virgínia, Brazil,BR,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3590.0,14,tablet,Guarujá, Brazil,AR,0,25,68,2588,11,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Puerto Plata, Dominican Republic,US,0,25,135,1095,0,0,0,0,0,0,0,0,0,1
133.0,3,mobile,Hong Kong, Hong Kong,HK,0,25,185,1260,0,2,0,0,0,0,0,0,0,1
27.0,3,mobile,Saariselkä, Finland,DE,0,23,111,540,2,0,0,0,0,0,0,0,0,1
117.0,45,mobile,Chester, United Kingdom,UK,2,25,98,1350,40,0,4,0,0,0,0,0,0,1
0.0,1,mobile,Madrid, Spain,ES,0,25,116,1162,0,0,0,0,0,0,0,0,0,1
646.0,5,mobile,Thessaloniki, Greece,RO,0,17,39,1304,2,0,0,0,0,0,0,0,0,1
187.0,11,mobile,Penha, Brazil,BR,1,25,56,317,0,0,3,0,1,0,6,0,0,1
5.0,2,mobile,Novi Sad, Serbia,RS,0,25,35,498,0,0,0,0,0,0,0,0,0,1
0.0,1,desktop,Newcastle upon Tyne, United Kingdom,UK,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11357.0,61,desktop,Campos do Jordão, Brazil,BR,2,12,73,2049,33,0,11,0,3,0,11,0,0,1
46.0,2,desktop,Sydney, Australia,AU,0,25,311,1477,0,1,0,0,0,0,0,0,0,1
216.0,33,mobile,New York, USA,IT,0,25,535,1178,30,0,0,0,2,0,0,0,0,1
1819.0,51,desktop,Bournemouth, United Kingdom,UK,2,25,66.0,4531,37,0,4,1,0,1,0,0,0,1
797.0,5,desktop,Kota Kinabalu, Malaysia,KR,0,25,52,1048,0,0,0,0,4,0,0,0,0,1
735.0,99,mobile,Ubud, Indonesia,IT,5,25,99,2542,84,0,9,0,1,1,0,1,0,1
45.0,5,mobile,Ubatuba, Brazil,BR,1,25,61,1615,0,0,1,0,0,0,2,0,0,1
0.0,1,mobile,Bukowina Tatrzanska, Poland,PL,0,25,30,607,0,0,0,0,0,0,0,0,0,1
772.0,42,mobile,Panama City Beach, USA,US,0,25,101,2253,35,0,0,0,0,1,1,0,0,1
288.0,6,mobile,Barcelona, Spain,US,0,25,394,2516,4,0,0,0,0,0,0,0,0,1
234.0,45,mobile,Rameswaram, India,IN,0,25,22,612,39,0,0,5,0,0,0,0,0,1
116.0,2,mobile,Kartalkaya, Turkey,TR,0,17,47,602,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Iretama, Brazil,BR,0,1,304,59,0,0,0,0,0,0,0,0,0,1
5889.0,99,desktop,Windermere, United Kingdom,UK,0,25,103,3997,93,0,0,0,2,0,0,0,0,1
959.0,11,desktop,Hiroshima, Japan,JP,1,25,41,522,0,0,1,0,0,0,0,0,0,1
44.0,5,mobile,Tokyo, Japan,JP,1,0,0,0,0,1,1,0,0,0,3,0,0,0
20.0,4,tablet,Harlow, United Kingdom,UK,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1018.0,147,mobile,Istanbul, Turkey,TR,0,25,53,1155,141,2,0,1,1,0,0,1,0,1
0.0,1,mobile,San Diego, USA,US,0,25,131,1747,0,0,0,0,0,0,0,0,0,1
1.0,2,tablet,Rheinberg, Germany,DE,0,25,89,1186,0,0,0,0,0,1,0,0,0,1
183.0,21,desktop,Taranto, Italy,IT,0,25,68,845,19,0,0,0,1,0,0,0,0,1
206.0,4,mobile,Tamworth, Australia,AU,0,25,88,1049,0,0,0,0,1,0,0,0,0,1
273.0,125,mobile,Bodrum, Turkey,GR,0,25,50,1509,121,0,0,0,0,0,0,1,0,1
-3913.0,3,mobile,Milan, Italy,IT,0,25,163,2640,0,0,0,1,0,0,0,0,0,1
4180.0,60,desktop,Cologne, Germany,DE,0,25,117,1072,57,0,0,0,0,0,0,0,0,1
66.0,2,mobile,Manchester, United Kingdom,UK,0,25,208,2302,0,0,0,0,0,0,0,0,0,1
257.0,5,desktop,San Pedro Sula, Honduras,MX,1,25,75,955,0,0,1,0,1,1,0,0,0,1
-164803.0,21,mobile,Cartagena, Colombia,CO,0,25,110,804,35,1,0,0,0,0,0,1,0,1
0.0,1,mobile,Phetchabun, Thailand,TH,0,12,16.5,61,0,0,0,0,0,0,0,0,0,1
304.0,3,desktop,Fortaleza, Brazil,BR,0,25,42,1898,0,0,0,0,1,0,0,0,0,1
481.0,6,mobile,Sydney, Australia,AU,0,25,164,1683,0,1,0,0,0,0,0,0,0,1
444.0,17,tablet,San Luis Obispo, USA,US,0,25,141,1131,16,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Helsinki, Finland,FI,0,25,246,1308,0,0,0,0,0,0,0,0,0,1
26.0,2,mobile,Karlstad, Sweden,SE,0,19,94,668,0,0,0,0,1,0,0,0,0,1
253.0,24,mobile,Curitiba, Brazil,BR,1,0,0,0,23,0,1,0,0,0,0,0,0,0
88.0,2,desktop,Unhais da Serra, Portugal,PT,0,25,263,1044,0,0,0,0,0,0,0,0,1,1
3104.0,14,mobile,Košice, Slovakia,SK,0,25,74,1969,8,0,0,1,3,0,0,0,0,1
733.0,4,mobile,Kobe, Japan,JP,0,25,154,1065,0,0,0,0,0,0,0,0,0,1
350.0,11,desktop,Durban, South Africa,ZA,1,25,53,995,0,0,3,0,0,0,7,0,0,1
756.0,3,desktop,Cradle Mountain, Australia,AU,0,13,209,250,0,0,0,0,1,0,0,0,0,1
6.0,3,mobile,Subotica, Serbia,HU,0,25,32,492,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Itapema, Brazil,BR,0,17,44,350,0,0,0,0,0,0,0,0,0,1
265.0,12,desktop,Taebaek, South Korea,KR,0,12,109.0,318,8,0,0,1,0,0,0,0,0,1
148.0,3,mobile,Shoufeng Township, Taiwan,TW,0,25,94,977,0,0,0,0,0,0,0,0,0,1
2278.0,51,desktop,Rio de Janeiro, Brazil,AR,0,0,0,0,45,0,0,0,0,3,0,0,3,0
1.0,2,mobile,Veliky Ustyug, Russia,RU,0,24,28.5,301,0,0,0,1,0,0,0,0,0,1
18.0,2,mobile,Monterrey, Mexico,MX,0,25,63,1138,0,0,0,0,1,0,0,0,0,1
186.0,2,mobile,Playa del Carmen, Mexico,MX,0,25,127,1180,0,0,0,0,1,0,0,0,0,1
1183.0,4,desktop,Arraial do Cabo, Brazil,BR,0,24,65.5,446,0,0,0,0,0,0,0,0,0,1
0.0,1,desktop,Kurnool, India,IN,0,25,18,129,0,0,0,0,0,0,0,0,0,1
664.0,5,mobile,New York, USA,US,0,25,294,3681,0,0,0,0,0,1,0,0,0,1
0.0,1,mobile,Dubai, United Arab Emirates,UK,0,25,102,1600,0,0,0,0,0,0,0,0,0,1
3254.0,12,mobile,Genting Highlands, Malaysia,MY,0,14,79.0,327,0,0,0,0,1,1,0,1,0,1
99.0,2,mobile,Hamamatsu, Japan,JP,0,24,94.5,933,0,0,0,0,0,0,0,0,1,1
779.0,6,mobile,Istanbul, Turkey,TR,0,25,65,1446,2,2,0,0,1,0,0,0,0,1
50.0,2,mobile,Porto Seguro, Brazil,BR,0,25,37,1022,0,0,0,0,1,0,0,0,0,1
0.0,1,desktop,Oyama, Japan,JP,0,15,84,384,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Guruvayoor, India,IN,0,0,0,0,0,0,0,0,0,0,0,1,0,0
364.0,27,tablet,Savannah, USA,US,0,25,131,1338,22,0,0,4,0,0,0,0,0,1
0.0,1,mobile,Taiping, Malaysia,MY,0,22,41.0,88,0,0,0,0,0,0,0,0,0,1
960.0,59,mobile,Medellín, Colombia,CO,0,25,33,1279,47,0,0,4,0,4,0,0,0,1
212.0,5,desktop,Ostrava, Czech Republic,CZ,1,25,50,691,0,0,1,0,1,0,2,0,0,1
1168.0,7,mobile,Fukuoka, Japan,JP,0,25,105,2051,4,0,0,0,0,0,0,0,0,1
75.0,29,desktop,Kristiansand, Norway,NO,0,25,84,699,28,0,0,0,0,0,0,0,0,1
0.0,1,desktop,Villa General Belgrano, Argentina,AR,0,25,82,682,0,0,0,0,0,0,0,0,0,1
13.0,3,mobile,Colmar, France,FR,0,25,190,676,2,0,0,0,0,0,0,0,0,1
679.0,31,desktop,Las Vegas, USA,US,0,25,138,3301,26,1,0,1,0,0,0,0,0,1
0.0,1,mobile,Belfast, United Kingdom,UK,0,18,80.0,550,0,0,0,0,0,0,0,0,0,1
194.0,13,desktop,Kaufbeuren, Germany,DE,0,24,98.0,1200,11,0,0,0,0,0,0,1,0,1
0.0,1,mobile,Sharm el-Sheikh, Egypt,IT,0,25,83,1842,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Ussuriysk, Russia,RU,0,22,19.5,281,0,0,0,0,0,0,0,0,0,1
681.0,66,mobile,London, United Kingdom,DE,0,25,164,2154,58,0,0,0,0,0,0,2,0,1
205.0,7,mobile,Nuevo Vallarta, Mexico,MX,0,25,113,2237,4,0,0,0,0,0,0,1,0,1
643.0,3,mobile,Wellington, New Zealand,NZ,0,25,169,1137,0,0,0,0,1,0,0,0,0,1
157.0,6,desktop,Amsterdam, Netherlands,NL,0,12,139.5,291,5,0,0,0,0,0,0,0,0,1
427.0,10,mobile,Lloret de Mar, Spain,SE,0,25,45,2251,6,0,0,0,0,0,0,0,0,1
926.0,108,desktop,Sakaiminato, Japan,HK,1,25,160,1392,92,0,1,3,1,4,2,0,1,1
1.0,4,mobile,Venice, Italy,ES,0,25,85,1099,2,0,0,0,0,1,0,0,0,1
15.0,2,mobile,Matsumoto, Japan,JP,0,24,77.0,681,0,0,0,0,1,0,0,0,0,1
12.0,3,mobile,Turin, Italy,IT,0,25,67,1131,2,0,0,0,0,0,0,0,0,1
62.0,4,mobile,Seto, Japan,JP,1,0,0,0,0,0,1,0,1,0,2,0,0,0
0.0,1,desktop,Florianópolis, Brazil,AR,0,25,80,348,0,0,0,0,0,0,0,0,0,1
9.0,3,mobile,Okutama, Japan,JP,0,10,119.0,150,0,1,0,0,0,0,0,0,0,1
978.0,3,desktop,Hiroshima, Japan,JP,1,25,139,813,0,1,0,0,0,0,0,0,0,1
0.0,1,mobile,Kazan, Russia,RU,0,25,40,1090,0,0,0,0,0,0,0,0,0,1
129.0,29,desktop,Buenos Aires, Argentina,BR,0,0,0,0,29,0,0,0,0,0,0,0,0,0
21.0,5,mobile,Istanbul, Turkey,AA,0,0,0,0,4,0,0,0,0,1,0,0,0,0
116.0,2,desktop,Manzanillo, Mexico,MX,0,25,67,996,0,0,0,0,0,0,0,0,1,1
2854.0,51,desktop,Manchester, United Kingdom,UK,2,25,143,3397,31,0,5,3,1,1,5,0,2,1
82.0,6,desktop,Rio de Janeiro, Brazil,BR,1,0,0,0,2,3,1,0,0,0,0,0,0,0
376.0,61,mobile,Porto de Galinhas, Brazil,BR,0,0,0,0,59,0,0,0,2,0,0,0,0,0
151.0,27,mobile,Río Gallegos, Argentina,CL,0,0,0,0,26,0,0,0,1,0,0,0,0,0
13.0,4,mobile,Liverpool, United Kingdom,UK,0,25,74,1207,3,0,0,0,0,0,0,0,0,1
4919.0,88,desktop,Chalkida, Greece,GR,0,20,57.5,403,85,0,0,0,0,1,0,0,0,1
313.0,4,mobile,Dublin, Ireland,UK,1,25,288,2499,0,0,1,0,1,0,0,0,0,1
33.0,3,mobile,Seville, Spain,ES,0,25,80,1285,2,0,0,0,0,0,0,0,0,1
709.0,19,tablet,Bangkok, Thailand,JP,3,25,57,3137,0,0,9,0,1,0,6,0,0,1
0.0,1,tablet,Laughlin, USA,US,0,25,56,848,0,0,0,0,0,0,0,0,0,1
105.0,2,mobile,Odessa, USA,US,0,25,183,888,0,0,0,0,1,0,0,0,0,1
0.0,1,mobile,Lambari, Brazil,BR,0,12,34.0,278,0,0,0,0,0,0,0,0,0,1
0.0,1,tablet,Bursa, Turkey,TR,0,25,48,1372,0,0,0,0,0,0,0,0,0,1
110771.0,3,desktop,Mysore, India,IN,1,0,0,0,26,1,3,0,1,0,0,0,1,0
